filename, Acral Lentiginous Melanoma, Beaus Line, Blue Finger, Clubbing, Healthy Nail, Koilonychia, Lindsay-s Nail, Muehrckes Lines, Onychogryphosis, Pitting, Terry-s Nail
Screenshot-2021-11-21-193418_png.rf.62e233b4a1463c7401f05f07b0f5e031.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2021-11-22-at-2-07-08-PM_png.rf.6482dcd2b7c8a152cb9c9cf50aca87ad.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-10-26-at-12-19-35-PM_png.rf.64d8de93181a2d122b4eb0a4768a3352.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
319_jpg.rf.63c3b45f97b9b42d337a74f8fcce4188.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Screen-Shot-2021-11-15-at-12-51-38-PM_png.rf.629718a7c3f4f33f83ef30df99510ca5.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
ml10_png.rf.647ca81bacae7e6511f73556683365e7.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Screen-Shot-2021-11-19-at-1-59-34-AM_png.rf.647a629f0fdc1f996208ea98f315f86b.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
160_JPG.rf.65602e800d180a80d5bca40ab8778d70.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Screen-Shot-2021-11-22-at-9-03-22-AM_png.rf.627648784fec318e7080d0a80d0d54f4.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-8-16-17-AM_png.rf.62d99eba5f99896c16b59f64ee35b645.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-10-07-05-PM_png.rf.6334bb5e834844443f9bc4d0dadba3b6.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-8-05-33-AM_png.rf.61941e31b63341d7e8bd03e024f2f812.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-9-27-51-AM_png.rf.65562e49aa460008a4a702a8b2b0b73a.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
images-3_jpeg.rf.6485c3a21a12276d18d938d92c4a79f1.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
images--66D6Hn_jpeg.rf.656b666e4d082486073e1cd51e51d392.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
138_JPG.rf.65197c4262f8d3487274d4279500353e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Screen-Shot-2021-10-15-at-11-44-10-AM_png.rf.630f8fe7ba69037aac794d998796e7a2.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
k55_png.rf.65683e938aca06491fd1d1d6f459f730.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-1-20-42-PM_png.rf.6591402563959b029a2ba436ff86ee1f.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-16-at-10-00-39-PM_png.rf.65710b89ad8a8212d35b63d2cd364fd0.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
313_JPG.rf.65e3bbb6fb3ee675402f8c07a3ab6a1e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Screenshot-2021-11-22-131656_png.rf.65e3fcc1eed60b1243d9be928c44ddc2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
ml58_png.rf.659df11505cbc75bda227a056b239529.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Screenshot-2021-11-22-142016_png.rf.65cc9c3ef924bc54eb929b8b77fe38ee.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
33_JPG.rf.664225430bae0a343f2768a39103ea82.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
h110_png.rf.64dc56cac4ce416a19784d2926a6714c.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-22-200814_png.rf.6655a9e6f21b1206a28fe5d2fa047599.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-11-22-at-4-57-46-PM_png.rf.65e9bebc65e1ba6d780dda0310a573ac.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-11-25-06-PM_png.rf.657319b4b139a708aaf8c0160eca0fcb.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-11-22-at-9-37-42-AM_png.rf.66bd59ae513730f43d8afef0677a76d5.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
k17_png.rf.67322772dff3a8908efc72dc68747c2a.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
259_JPG.rf.68e2ba25ae129a348b29568800f393ab.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
h221_png.rf.66c5c1dc3cdaf1b8bd5e6682c09b367a.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-21-192708_png.rf.676ca0bd6e12e9665981a7316abb3dcb.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
hutchinsons-nail-melanoma-Nameer-Al-Sudany_png.rf.6706a3b115fb9711ec85048641b3bc35.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-21-174511_png.rf.673b0432296c727ec48f4b933dc706ca.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
26_JPG.rf.6895a3e18f8b442e7ff6fffada0a480c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Screen-Shot-2021-11-22-at-10-01-02-AM_png.rf.68748496cca04cd85d7479832d2a450b.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-16-at-10-10-01-PM_png.rf.683c8eb90a1e9ec4f9cd4ff581e1d871.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-11-24-18-PM_png.rf.67a67730fffcadad21b5a06fd284d18c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-10-26-at-9-06-12-AM_png.rf.67d196c5a399cf5553eedb02ab6b3679.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-11-22-at-10-07-58-AM_png.rf.693644fc03e2b126e3e68b8005698cfe.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-22-204339_png.rf.677da093ab4b18d0e9539f7fc4959f62.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-11-22-at-9-02-32-AM_png.rf.6998a9040a88e94e99212e87ec5bcf43.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-1-23-24-PM_png.rf.696bdce23095e8c5fe5794a07dfd9922.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
h176_png.rf.6982865c7891f55bb58f750856933ce0.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-20-at-8-35-25-PM_png.rf.6927984dfcde4c3fc620a10a5b945bf9.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-19-004228_png.rf.6912d860cf0013e043e8a10970fb3e4d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2021-11-17-at-2-16-07-PM_png.rf.69b4a2813d4d430b972ecb60fa20ae1f.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-22-173948_png.rf.6a27096361b2479d0c0787a88f323cf3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-10-15-at-10-51-21-AM_png.rf.6a1ede9e4e4c6abc5721a7ffdd6d8788.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
images--2KKbaU_jpeg.rf.6a607abadfd4f172cd19a5d3e8eb35ca.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
k171_png.rf.69b45052b61c05cfd61a949ad3c87164.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-9-51-10-AM_png.rf.69d916c28e4a2998f6c54b8e341257ff.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
ml97_png.rf.6b08c84fd754fb267a3bf50d4e911f3b.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Screenshot-2021-11-19-015807_png.rf.6b3c953c918ea0c156a244a26421dd92.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2021-11-22-at-11-08-31-PM_png.rf.69c6c37f4e74190dee1cf87cd5096e41.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-11-22-at-11-09-59-PM_png.rf.6b4ef49ebc199cfe47d96be47b47f289.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-11-22-at-12-36-37-PM_png.rf.6a95b8906e6398b5ac725c916524125b.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-5-24-38-PM_png.rf.6a8f945ac90fc854f95a20bdb6ae9a3c.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-20-at-9-41-50-PM_png.rf.6a912112b9e2947ff9eddce756c05655.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-9-13-18-AM_png.rf.6b7708c9824da7454bd48e8cf9e2c23c.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-22-144000_png.rf.6b7efa702bd6d4578b433a3d442f46a7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
k105_png.rf.699bccc0794321ee388f9f4aef2c9dc9.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screen-Shot-2021-10-26-at-11-06-23-AM_png.rf.6c5234422e98aa534b36dc5d907588da.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-9-02-40-AM_png.rf.6c40e11bf5d27218206a34c87426242e.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
h142_png.rf.6c0e30c25a8ebfd3b0807dc7a9acf934.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
h222_png.rf.6bd66d01a3662ea71677596874bdb942.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-19-010819_png.rf.6b1099752431ffe930052aefd4acc7f7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2021-11-22-at-4-55-14-PM_png.rf.6bca696c7dbebebbb09a97f7b09d21f5.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
h58_png.rf.6bed723ad01767e0cc8215809334ea13.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
177_jpg.rf.6cf1e77bf8308e0069e836e32b7cc9bc.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
k70_png.rf.6bc7a5efb13fba52e5f54bebbe53b138.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-5-02-29-PM_png.rf.6cac23e6e12ac1b514eec03e76376434.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
ml1_png.rf.6c938437bc00081cf52aa47f05a3d033.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
9_JPG.rf.6c02c3631e4e74c236995ed3bfb3685f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Screenshot-2021-11-19-031124_png.rf.6bfdd338b0118f58b9f2091b39f12017.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2021-11-19-at-1-38-57-AM_png.rf.6bafb3d99f3c43a6bd7e3020710c8c4f.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-8-36-30-AM_png.rf.6ccded102fa47084852ac95ff1f5b00d.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-15-at-12-49-11-PM_png.rf.6df58ffcfe381eaefba098b230aa9ec9.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-22-140235_png.rf.6dc7d8d9a1986e8e4399283b668f168b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-10-15-at-10-51-25-AM_png.rf.6d6f5f9f4675fe25f1bf3ace1ebf9cce.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-1-25-05-PM_png.rf.6b3368bf0c34ca78ee33d2049308225e.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7_JPG.rf.6c7dba39309015d97b874998ff7abbdb.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Screen-Shot-2021-11-22-at-5-29-02-PM_png.rf.6e4420b5d4b085e77ac17b93d4599202.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
100_JPG.rf.6d594bdc4d6effa16a7e61435d8533e4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
k155_png.rf.6d52ced2d5f1745235f9794d85ab299a.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screenshot-2021-11-22-143832_png.rf.6e5ff47dcde12aa06ca9a59535887cc3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-11-19-at-1-25-53-AM_png.rf.6d16c79b98e4191e5de0aa3a7f1e8450.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-5-13-05-PM_png.rf.6f272d5b6ff4179754172c05b4c97385.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-5-15-00-PM_png.rf.6ca3ae32d9996b0c6f85890fd49b22d4.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
h215_png.rf.6f702cddbef9b57ce624adda7a9932a8.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-21-210225_png.rf.6f468b20513e427bce64ddbe7c8fe998.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2021-11-19-at-2-12-47-AM_png.rf.6ed60ef59647db6e4a0787ff21e9158f.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-10-26-at-12-20-16-PM_png.rf.6f24ae858ee2c9f3f816f2d52e5a9184.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-22-134128_png.rf.6e7a4689f7858aa7b6c499d6cb9e8b25.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-11-22-at-9-24-37-AM_png.rf.6feb788790b78c76f85174d282f2ab1d.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-19-at-1-49-47-AM_png.rf.6f7ffddd31204bb86f879b7e8c45c624.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-19-021246_png.rf.70300b22ba2925e2cd09a8f433e9b7ee.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2021-11-22-at-10-04-29-AM_png.rf.6ffd3fa21a08672c1ca0533ee3507d41.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
k106_png.rf.6f882c0289c8af278284d4183e5c5712.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
h68_png.rf.6ffd3a767cbf0ebcfdf9cc1730b1aecc.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
k77_png.rf.701eb4ef46e294c13a2673b57b805a8f.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screen-Shot-2021-11-16-at-9-52-44-PM_png.rf.6fc0d4c73fe8dbbd29e5993a22b39ce3.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
94_JPG.rf.6e729d1bf89f937920de30347c2709e8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
k33_png.rf.70330a0a13f4db6c1929b5aacf381d53.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screenshot-2021-11-22-203240_png.rf.707991cd8ea336d7561dd640ac5fa744.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-10-15-at-11-10-19-AM_png.rf.707840a35ce27e959d72b9c972a2d580.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-19-010537_png.rf.70b3146ac40695bcad2eaefc3b432093.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2021-11-22-at-10-44-09-PM_png.rf.70fe6f3a15422f4f5f36e38664b120ef.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screenshot-2021-11-19-010215_png.rf.70aedf5a1160f14c8e228ae550f807ab.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screenshot-2021-11-19-004044_png.rf.70fcd328ef2c7496fe2462370d57216f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2021-11-19-at-2-30-18-AM_png.rf.7141d568d7cdb502a45a99328655ff3c.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-21-231740_png.rf.70cc5ee48795756c207f53a1f7460b78.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
k78_png.rf.706553f8978c9ff07130e95c31cb5d19.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-2-07-01-PM_png.rf.701e1287420f3c461d3baf2e2b2591e2.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-8-44-54-AM_png.rf.702297265d5abae72cf454c479c1dcf9.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
ml77_png.rf.70a0476fe24be45f8b96b7cada7b9df7.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Screen-Shot-2021-11-15-at-12-52-46-PM_png.rf.6f730c437762e5e843ab59ccc7a7d9bf.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-16-at-10-02-36-PM_png.rf.715f4db6e40fbef510825ca4dff07d7d.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-10-03-21-AM_png.rf.70af99f9eee10a66cbdbbc7e04beb31f.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
182_JPG.rf.71884e6827b9258d949b1553e1b37048.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Screenshot-2021-11-22-142308_png.rf.71c71a64e517c2331f5a496ce3b78b94.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-11-22-at-10-16-56-PM_png.rf.71b737ee0bc3823b8ca5a916f7d624f5.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
176_JPG.rf.7125a07527899eec605f9a8fdaabc223.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Screen-Shot-2021-11-22-at-9-31-39-AM_png.rf.72017fb9daada39503b75f008c4b93f0.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-20-at-8-28-37-PM_png.rf.701a2b9e960e288826a07c0dc4038481.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-19-005611_png.rf.72843bb02350b5d8052cf06d1c111e70.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
h230_png.rf.72c96e57d298230c069ac391289b68b8.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-19-at-1-31-46-AM_png.rf.72038948f434915dd050a6da2510cdae.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-20-at-8-29-24-PM_png.rf.72f4538a8ad78b65eba18d165dde764e.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-12-34-46-PM_png.rf.722da68093dfc92ae878c85423740e37.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-5-02-32-PM_png.rf.737eeb2673d88a2640dabff8171cd5ae.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-22-184351_png.rf.739fe98883f00393eaad5ac5b6957021.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-11-16-at-10-04-43-PM_png.rf.73a42db48c09083ca63c7336d761d4ca.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screen-Shot-2021-11-20-at-8-08-29-PM_png.rf.72c314fd344ae3bd20a15019244744e7.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
k1_png.rf.73057c7da756438d5f196279a0fa0802.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screen-Shot-2021-10-26-at-12-13-55-PM_png.rf.738d24de379dba289721d27494a4f8b9.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-21-231800_png.rf.73eb05efc43a9d06703fed5788405da6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2021-11-22-at-4-57-51-PM_png.rf.7329fe4961541034c65c90973536ecd1.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
184_JPG.rf.72d2d43da7767f27f3901edaec993075.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Screen-Shot-2021-11-17-at-2-18-44-PM_png.rf.73351271a642bd5924b34d4074ea695b.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-2-18-00-PM_png.rf.7307676c5ac90122ac682e20ec5a2087.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-21-225758_png.rf.73d910f8e549828473daba4df2c4c143.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
k65_png.rf.749bb4890ea570fec32249959599db63.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screenshot-2021-11-22-202514_png.rf.744950b1527f55f64137694ab8879175.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2021-11-22-at-9-46-16-AM_png.rf.73aa672dd10397f60fb3a940727dfd59.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-22-at-5-26-29-PM_png.rf.73e459a011b9ea0c7104d98565d9adad.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-19-022422_png.rf.734b2f73bb598e1c36c1cd886307e558.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2021-11-22-at-12-28-30-PM_png.rf.74079580c220f3ba4eac84a5efee517a.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2021-11-16-at-10-23-59-PM_png.rf.74f7f30f0b5c91e11074dd3165c9f468.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screenshot-2021-11-22-021607_png.rf.741b7701537e97bf5e1f4233273b47ba.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screenshot-2021-11-21-234929_png.rf.74beb6c92205c6cd716b26e533970ec5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2021-11-22-at-5-17-31-PM_png.rf.7550a6f5d4e39292d4cf6c613dba042a.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-22-202554_png.rf.753af9efc858b61e875503435003559a.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Screenshot-2021-11-19-004402_png.rf.74ae3ed28cf94608e9346ceeb0c6bfac.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
